,0,1,2,3,4,5,6
1749,1750.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of DEXA Scan][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"12,00,00,000"
1750,1751.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Histopathology fully automated H and E, slide Stainer][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"12,00,000"
1751,1752.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Fully Automated IHC Stainer][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"90,00,000"
1752,1753.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Video Assisted Thoracic Surgery (VATS) Minimally Invasive Cardiac Surgery instrument set][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,40,00,000"
1753,1754.,31-Mar-2023 06:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply, Installation of Histopathology fully automated H and E, slide Stainer][HITES/PCD/AIIMS-IV/67/MIX/ 22-23][2023_HLL_150737_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"50,00,000"
1754,1755.,31-Mar-2023 05:45 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of ECHO and USG Machine][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_18],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"14,40,00,000"
1755,1756.,31-Mar-2023 05:45 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of DEXA Scanner (BMD)][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_17],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,60,00,000"
1756,1757.,31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Cryotherapy][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_15],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"16,56,600"
1757,1758.,31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of CT 128 Slice][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_16],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"12,00,00,000"
1758,1759.,31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Fibro Scan][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_20],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"3,20,00,000"
1759,1760.,31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of ENT Workstation][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_19],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"3,00,00,000"
1760,1761.,31-Mar-2023 05:35 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of CRRT Machine][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_14],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"90,00,000"
1761,1762.,31-Mar-2023 05:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Continuous Glucose Monitoring System][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_13],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"18,00,000"
1762,1763.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Gel Documentation System][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_4],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"48,00,000"
1763,1764.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Basic Transcranial Magnetic Stimulator][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_9],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"70,00,000"
1764,1765.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Cryostat][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_3],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,20,00,000"
1765,1766.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of CO2 Laser][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_12],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"2,80,00,000"
1766,1767.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Cardiotocography Machine][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_11],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"60,00,000"
1767,1768.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of BLS Practising Manikin][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_10],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"6,00,000"
1768,1769.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Automated bacterial identification system][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_7],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"46,00,000"
1769,1770.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Apheresis Machine][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_6],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"30,00,000"
1770,1771.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Agarose Gel Electrophoresis System][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_5],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"1,00,000"
1771,1772.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Gel Documentation System][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_4],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"48,00,000"
1772,1773.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Transcranial Doppler][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_2],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"72,00,000"
1773,1774.,31-Mar-2023 05:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,[Procurement of Rotary Microtome][HITES/PCD/AIIMS-IV/66/MIX/ 22-23][2023_HLL_150719_1],HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"20,00,000"
1774,1775.,31-Mar-2023 04:45 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Uretero-renoscope- Adult][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_19]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1775,1776.,31-Mar-2023 04:40 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Ultrasonic cutting ][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_18]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1776,1777.,31-Mar-2023 04:40 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Tympanometer][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_17]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1777,1778.,31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Point of Care Device for estimation of cardiac biomarkers (CKMB, Troponin, BNp, Myoglobin) and PT-INR][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_14]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1778,1779.,31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Shaver System cum micro drill][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_16]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1779,1780.,31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Platform pedography system][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1780,1781.,31-Mar-2023 04:30 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Platform pedography system][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_13]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1781,1782.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Physical assessment simulator][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_12]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1782,1783.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Gamma Camera][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_3]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1783,1784.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Orthopantomogram (OPG) unit][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_8]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1784,1785.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Pacemaker Single Chamber - External][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_10]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1785,1786.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Patient Care Simulator][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_11]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1786,1787.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Osmometer][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_9]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1787,1788.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Gradient PCR Machine][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1788,1789.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of HPLC system][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_5]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1789,1790.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Fully Automated Coagulometer][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_2]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1790,1791.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Gradient PCR Machine][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_4]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1791,1792.,31-Mar-2023 04:00 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of ICP Monitor][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_6]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1792,1793.,31-Mar-2023 02:40 PM,15-Sep-2023 01:00 PM,16-Sep-2023 02:30 PM,"[Supply,Installation of Full body pregnancy simulator][HITES/PCD/AIIMS-IV/65/Mix/ 22-23][2023_HLL_150702_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1793,1794.,30-Mar-2023 09:00 AM,07-Sep-2023 02:00 PM,08-Sep-2023 02:30 PM,"[Establishment of Core Pathology Lab at NCI-AIIMS, Jhajjar][HITES/PCD/NCI-AIIMS/54/22-23][2023_HLL_150524_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1794,1795.,28-Mar-2023 09:00 AM,07-Sep-2023 02:00 PM,08-Sep-2023 02:30 PM,"[Establishment of Molecular Pathology Lab at NCI-AIIMS, Jhajjar][HITES/PCD/NCI-AIIMS/53/22-23                      ][2023_HLL_150351_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1795,1796.,21-Mar-2023 01:30 PM,13-Sep-2023 02:00 PM,14-Sep-2023 02:30 PM,"[Supply, Installation, etc. of 3-Tesla Magnetic Resonance Imaging MRI System][HITES/PCD/MCH-AIIMS/19/22-23][2023_HLL_149654_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,NA
1796,1797.,16-Mar-2023 05:30 PM,30-Oct-2023 11:00 AM,31-Oct-2023 11:30 AM,[IE for 6 laning of Surat  Nashik  Ahmednagar  Solapur  MH/KNT Border Greenfield stretch(a) PKGIV from 107.000 (Ambegaon)to 146.000(Chehedi Khurdh) and (b)PKGV from 146.000(Chehedi Khurdh) to190.560 (Khandalwadi) in Maharashtra on HAM under BMP][NHAI/Tech/MH/IE/S N A S  (Pkg -IV and V)/2023][2023_NHAI_149130_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
1797,1798.,15-Mar-2023 10:00 AM,13-Sep-2023 11:00 AM,14-Sep-2023 12:30 PM,[Construction of VUP at Sonho (Junction Point of SH 73 and NH 722) on  2-laning with Paved shoulder of Chhapra - Rewaghat -Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC Mode. ][NIT No- 178/RO-PATNA/NHAI/2022-23][2023_NHAI_148840_1],National Highways Authority of India||RO-Patna - NHAI,"56,80,00,000"
1798,1799.,14-Mar-2023 04:00 PM,13-Sep-2023 11:00 AM,14-Sep-2023 12:00 PM,[Removal of at-grade junction near Repura at Garkha Bypass on  2-laning with Paved shoulder of Chhapra - Rewaghat -Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC Mode][NIT No- 177/RO-PATNA/NHAI/2022-23][2023_NHAI_148768_1],National Highways Authority of India||RO-Patna - NHAI,"51,49,00,000"
1799,1800.,14-Mar-2023 03:30 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Removal of at-grade junction near Akhtiyarpur at Garkha Bypass on  2-laning with Paved shoulder of Chhapra -Rewaghat -Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC mode. ][NIT No- 176/RO-PATNA/NHAI/2022-23][2023_NHAI_148761_1],National Highways Authority of India||RO-Patna - NHAI,"69,12,00,000"
1800,1801.,02-Mar-2023 04:50 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Independent Engineer Services for  Construction of new Six-lane Capital Region Ring Road from Rameswar (NH-16) to Gobindpur (NH-55) package-II from Design CH.40.700 to 70.995 (village Bilipada to Gobindpur) in the State of Odisha under BMP on HAM][NHAI/OD/RG/IE/ PKG-II/efile-190477][2023_NHAI_147599_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
1801,1802.,02-Mar-2023 04:35 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Independent Engineer Services for Construction of new Six-lane Capital Region Ring Road from Rameswar (NH-16) to Gobindpur (NH-55) from Design chainage Km.0.000 to Km.40.700 in the State of Odisha under BMP on HAM (Package-I)][NHAI/OD/RG/IE/ PKG-I/efile-190164][2023_NHAI_147593_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
1802,1803.,27-Feb-2023 06:55 PM,14-Sep-2023 03:00 PM,15-Sep-2023 11:30 AM,[Rehabilitation and strengthening of Distressed MJB 649/1 on NH-67 near kadirinayudupalli village at Km 648.030 to Km 648.190 in the State of Andhra Pradesh][NHAI/RO-VJA/Nellore/2023][2023_NHAI_147160_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"4,00,05,000"
1803,1804.,25-Feb-2023 09:00 AM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of 4 Lane Flyover from MES College Junction to Bogmalo Junction on NH566 from km 7.106 to km 10.460 and 4 Lane VUP at Queeny Nagar Junction from km 3.330 to km 4.550 on EPC Mode in the State of Goa.][NHAI/PC/2023(MES College Queeny Nagar)][2023_NHAI_146949_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"3,67,65,00,000"
1804,1805.,24-Feb-2023 02:00 PM,12-Sep-2023 11:00 AM,13-Sep-2023 11:30 AM,[Construction of Slope Protection Work at Various Locations on the Hillside between Km 67.000 to Km 106.139 of the Parwanoo Solan section of NH 22 (now NH 5) on EPC mode in Himachal Pradesh][NHAI Parwanoo Solan/ Slope Protection work/EPC/HP][2023_NHAI_146839_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"1,21,75,00,000"
1805,1806.,18-Feb-2023 12:15 PM,13-Sep-2023 11:00 AM,14-Sep-2023 01:30 PM,[Removal of at-grade junction at Maker Bypass fork cross point towards Maker Bazaar on 2-laning with Paved shoulder of Chhapra Rewaghat Muzaffarpur section of NH 102 (New NH-722) in the State of Bihar.][172/NHAI/RO-PATNA/2022-23][2023_NHAI_146099_1],National Highways Authority of India||RO-Patna - NHAI,"35,89,00,000"
1806,1807.,17-Feb-2023 03:40 PM,13-Sep-2023 11:00 AM,14-Sep-2023 01:00 PM,[Removal of at-grade junction in Dighwara at Bheldi Amnaur State highway crossing at Bheldi on 2-laning with Paved shoulder of Chhapra Rewaghat Muzaffarpur section of NH 102 (New NH -722) in the State of Bihar on EPC Mode.][171/NHAI/RO-PATNA/2022-23][2023_NHAI_145960_1],National Highways Authority of India||RO-Patna - NHAI,"28,21,00,000"
1807,1808.,17-Feb-2023 11:45 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,[CS for Independent Engine for Construction of STRR (West side) (I) Kunagal-Thattekere from km 79.0000-km112.600 with length of 33.6KM Pkg-1.(II)Bagganadoddi S.Mudugadapalli from km120.980-23.44KM in the state of Karnataka-TN on HAM under BMP Pkg-3][NHAI/KNT/STRR/Phase-II/ Pkg-1-3/IE/2023/191113][2023_NHAI_145897_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,0.00
1808,1809.,14-Feb-2023 11:55 AM,26-Sep-2023 03:00 PM,27-Sep-2023 03:00 PM,"[Construction of elevated viaduct and 07 Nos. elevated stations including Civil, Architectural Finishes, Water Supply, External Development, Fire Fighting, Fire Detection, E and M works and PEB structures of Corridor-2 of Agra Metro at Agra, UP India.][AGCC-06 (EIB Funded)][2023_UPMRC_145262_1]",Uttar Pradesh Metro Rail Corporation Limited||Contract Cell - UPMRCL,"6,96,53,00,000"
1809,1810.,09-Feb-2023 06:45 PM,19-Sep-2023 12:00 PM,20-Sep-2023 12:00 PM,[Construction of Enchakkal Flyover at Ch.12.100 and Major Bridge at Ch.16.790 as part of four laning of existing Thiruvanathapuram Bypass from kazhakkoottam (Thiruvananthapuram) to Mukkola Junction of NH-47 from Km 0.000 to km 26.500 in the state of K][11202/RO-Kerala/Tender -Contractor/0279][2023_NHAI_144891_1],National Highways Authority of India||RO-Thiruvananthapuram - NHAI,"54,14,44,360"
1810,1811.,03-Feb-2023 06:55 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,[Construction of STRR (West side) NH948A Bagganadoddi (Anekal Taluk) to S. Mudugadapalli (Hosur Taluk) from km 120.980 to km 144.420/144.170 (Design) Pkg3 in Karnataka-Tamil Nadu on HAM under Bharatmala Pariyojana (Pkg-3)][NHAI/KNT/STRR/2022/ Ph-II/Pkg-3/182998][2023_NHAI_144064_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"5,24,48,00,000"
1811,1812.,03-Feb-2023 06:30 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,[Construction of STRR (West side) NH948A Kunagal (Ramanagara Taluk) to Thattekere (Kanakapura Taluk) from km 79.000 to km 112.600 (Design) with length of 33.6KM in the state of Karnataka on HAM under Bharatmala Pariyojana (Pkg-1)][NHAI/KNT/STRR/ Ph-II/Pkg-I/2022/182995][2023_NHAI_144056_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"10,33,38,00,000"
1812,1813.,03-Feb-2023 05:30 PM,28-Sep-2023 12:00 PM,29-Sep-2023 12:00 PM,[Construction of 110 m length of RHS Service/slip road from Km. 248.820 to Km. 248.930 with Toe Wall/Retaining Wall on Service Road edge  on Palakkad approach (RHS side) to the LVUP at Km. 249.220 of NH-544 in the state of Kerala on EPC Mode-2nd Call][11202/RO-Kerala/Tender -Contractor/0201][2023_NHAI_144023_1],National Highways Authority of India||RO-Thiruvananthapuram - NHAI,"4,01,60,681"
1813,1814.,03-Feb-2023 04:35 PM,13-Sep-2023 11:00 AM,14-Sep-2023 12:00 PM,[Balance works of Four laning  from Waranga (km. 253.700) to Mahagaon (km.320.580) Section of NH-361 in the state of Maharashtra under Bharatmala Pariyojna on EPC mode][NHAI/RO-NAG/TENDERS/2022-23/35][2023_NHAI_144016_1],National Highways Authority of India||RO-Nagpur - NHAI,NA
1814,1815.,02-Feb-2023 06:00 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of 4Lane road section of NH-30 from km 82.650-83.880 km84.635-98.750 km103.660-km107.260 km111.390-115.425 km124.345-130.445 km133.155-161.450 of Link road from km 161-450-641.350 of Raebareli-Prayagraj section in UP on EPC mode][NHAI/UP(E)/PIU-RB/R-P(62.971)/ 2023/E-tender][2023_NHAI_143873_1],National Highways Authority of India||Head Office - NHAI,"10,60,17,00,000"
1815,1816.,24-Jan-2023 12:00 PM,05-Sep-2023 02:00 PM,06-Sep-2023 02:30 PM,"[Supply, Installation, etc. of  Integrated and Peri-Operative Anesthesia Charting System for OT, ICU, Ward and Recovery for NCI-AIIMS, Jhajjar Campus, Haryana][HITES/PCD/NCI-AIIMS/51/22-23][2023_HLL_142649_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED,"30,00,00,000"
1816,1817.,23-Jan-2023 05:00 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Development of 6lane GF Ring Road(PckgIII) starts from 51.200 to 68.650(Length 17.450kms) around Kanpur City and Construction of 4lane Airport link road(Length 1.45 km) at 62.090 of Kanpur ring road in UP on EPC mode][NHAI/UP(W)/ KRR/PKG-III/ EPC/2023][2023_NHAI_142633_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"8,44,23,00,000"
1817,1818.,19-Jan-2023 04:55 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,"[RFP for Four laning of Left over work in between Km 0.000 to Km 0.133, Km 1.390 to Km.13.829, Km.17.100 to Km.26.077 and Km.27.490 to Km.71.651 Haridwar to Nagina section of NH-74 in the state of Uttarakhand and Uttar Pradesh on EPC mode - 2nd Call][NHAI/Tech/UKD/BW/HN/2023][2023_NHAI_142253_1]",National Highways Authority of India||RO-Dehradun - NHAI,"3,84,85,00,000"
1818,1819.,13-Jan-2023 06:00 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:30 AM,[Cons of 6-lane Greenfield Varanasi Ranchi-Kolkata Highway from junction with NH-119 in  Malpura village to Lerua village from km 105.300 to km 116.000 and including 4-lane spur to NH-19  NH-119 (Spur length  6.6 Km) under BMP in Bihar on HAM][NHAI/BM/ Varanasi-Kolkata/2022/Pkg 5][2023_NHAI_141681_1],National Highways Authority of India||Head Office - NHAI||Technical - NHAI,"14,71,45,00,000"
1819,1820.,30-Dec-2022 09:00 AM,05-Sep-2023 11:00 AM,06-Sep-2023 11:30 AM,[Construction of 6lane flyover (Size40 Nos. of 25m Span x 6m Height) including RE Wall approaches with Flexible Pavement in the Elephant Corridor of Angul Sambalpur sec of NH42(New NH-55)at Km.202.533 on EPC Mode in Odisha   ][NHAI/NHDPIV/04 /OR/EPC/Flyover/ 2020/efile15619 ][2022_NHAI_139953_1],National Highways Authority of India||Head Office - NHAI,"1,19,49,00,000"
1820,1821.,30-Dec-2022 09:00 AM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Construction of new 6 lane Capital Region Ring Road from Rameswar(NH-16) to Gobindpur (NH-55) package-I from Km. 0.000 to Km. 40.700 in the State of Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode.][NHAI/OD/CRRR /RG/2021/ efile 99212][2022_NHAI_139950_1],National Highways Authority of India||Head Office - NHAI,"13,78,95,00,000"
1821,1822.,29-Dec-2022 06:55 PM,14-Sep-2023 11:00 AM,15-Sep-2023 11:30 AM,[Construction of new 4lane Sambalpur Ring Road from Km. 0.000 to Km. 35.384 under Bharatmala Pariyojna on Hybrid Annuity Mode in the state of Odisha.][NHAI/OD/Sambalpur Ring Road/2022/ efile 184286][2022_NHAI_139947_1],National Highways Authority of India||Head Office - NHAI,"9,47,31,00,000"
1822,1823.,29-Dec-2022 06:55 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,[Const of new 6lane Capital Region Ring Road from Rameswar (NH16)to Gobindpur (NH55) packageII from Design CH.40.700 to 70.995 (village Bilipada to Gobindpur) in Odisha under Bharatmala Pariyojna on Hybrid Annuity Mode.][NHAI/OD/CRRR /RG/2021/efile 99212][2022_NHAI_139937_1],National Highways Authority of India||Head Office - NHAI,"13,73,97,00,000"
